日付,施設（本院に合算）コード,DCF施設コード,品目コード,実績
20240928,F192,F192,00005,49
20241016,F192,F192,00002,30
20241030,F192,F192,00003,45
20241031,F192,F192,00004,62
20241021,F192,F192,00005,12
20241107,F192,F192,00002,58
20241101,F192,F192,00003,77
20241101,F192,F192,00004,42
20241114,F192,F192,00005,46
20241231,F192,F192,00002,82
20241218,F192,F192,00003,79
20241219,F192,F192,00004,52
20241223,F192,F192,00005,17
20250108,F192,F192,00002,52
20250108,F192,F192,00003,82
20250125,F192,F192,00004,27
20250107,F192,F192,00005,39
20250219,F192,F192,00002,43
20250201,F192,F192,00003,63
20250225,F192,F192,00004,54
20250223,F192,F192,00005,11
20250306,F192,F192,00002,69
20250323,F192,F192,00003,49
20250305,F192,F192,00004,46
20250318,F192,F192,00005,13
20250429,F192,F192,00002,56
20250425,F192,F192,00003,34
20250409,F192,F192,00004,67
20250411,F192,F192,00005,11
20250507,F192,F192,00002,89
20250520,F192,F192,00003,52
20250502,F192,F192,00004,42
20250512,F192,F192,00005,9
20250618,F192,F192,00002,53
20250608,F192,F192,00003,70
20250601,F192,F192,00005,34
20250714,F192,F192,00002,77
20250722,F192,F192,00003,59
20250715,F192,F192,00004,61
20250722,F192,F192,00005,17
20250811,F192,F192,00002,50
20250819,F192,F192,00003,58
20250817,F192,F192,00004,41
20250810,F192,F192,00005,11
20250928,F192,F192,00002,90
20250909,F192,F192,00003,38
20250917,F192,F192,00004,22
20250924,F192,F192,00005,35
20251021,F192,F192,00002,81
20251011,F192,F192,00003,52
20251009,F192,F192,00004,25
20251019,F192,F192,00005,15
20251121,F192,F192,00002,33
20251123,F192,F192,00003,46
20251126,F192,F192,00004,52
20251112,F192,F192,00005,39
20251210,F192,F192,00002,87
20251220,F192,F192,00003,65
20251223,F192,F192,00004,66
20251225,F192,F192,00005,38
20230427,F193,F193,00002,65
20230404,F193,F193,00003,64
20230418,F193,F193,00004,12
20230409,F193,F193,00005,25
20230505,F193,F193,00002,66
20230502,F193,F193,00003,57
20230511,F193,F193,00004,28
20230519,F193,F193,00005,28
20230603,F193,F193,00002,63
20230629,F193,F193,00003,57
20230612,F193,F193,00004,61
20230621,F193,F193,00005,50
20230726,F193,F193,00002,60
20230726,F193,F193,00003,29
20230722,F193,F193,00004,69
20230711,F193,F193,00005,28
20230810,F193,F193,00002,88
20230821,F193,F193,00003,74
20230828,F193,F193,00004,38
20230908,F193,F193,00002,118
20230918,F193,F193,00003,57
20230911,F193,F193,00004,59
20230910,F193,F193,00005,52
20231012,F193,F193,00002,63
20231009,F193,F193,00003,69
20231013,F193,F193,00004,54
20231117,F193,F193,00002,65
20231104,F193,F193,00003,27
20231124,F193,F193,00004,27
20231123,F193,F193,00005,41
20231209,F193,F193,00002,52
20231227,F193,F193,00003,53
20231223,F193,F193,00004,48
20231204,F193,F193,00005,32
20240102,F193,F193,00002,46
20240109,F193,F193,00003,26
20240131,F193,F193,00004,52
20240116,F193,F193,00005,19
20240207,F193,F193,00002,44
20240216,F193,F193,00003,35
20240215,F193,F193,00004,62
20240227,F193,F193,00005,45
20240314,F193,F193,00002,81
20240331,F193,F193,00003,51
20240309,F193,F193,00004,31
20240314,F193,F193,00005,27
20240425,F193,F193,00002,97
20240416,F193,F193,00003,57
20240423,F193,F193,00004,62
20240429,F193,F193,00005,65
20240522,F193,F193,00002,65
20240520,F193,F193,00003,45
20240530,F193,F193,00004,64
20240515,F193,F193,00005,50
20240620,F193,F193,00002,48
20240603,F193,F193,00003,64
20240605,F193,F193,00004,27
20240612,F193,F193,00005,34
20240722,F193,F193,00002,40
20240729,F193,F193,00003,54
20240709,F193,F193,00005,36
20240807,F193,F193,00002,29
20240824,F193,F193,00003,59
20240817,F193,F193,00004,62
20240830,F193,F193,00005,50
20240902,F193,F193,00002,57
20240925,F193,F193,00003,61
20240907,F193,F193,00004,32
20240921,F193,F193,00005,38
20241002,F193,F193,00002,91
20241022,F193,F193,00003,59
20241028,F193,F193,00004,25
20241020,F193,F193,00005,8
20241117,F193,F193,00002,50
20241105,F193,F193,00003,53
20241120,F193,F193,00004,50
20241115,F193,F193,00005,40
20241202,F193,F193,00002,76
20241227,F193,F193,00003,30
20241230,F193,F193,00004,50
20241222,F193,F193,00005,9
20250104,F193,F193,00002,94
20250112,F193,F193,00003,69
20250114,F193,F193,00004,68
20250228,F193,F193,00002,43
20250226,F193,F193,00003,42
20250228,F193,F193,00004,61
20250203,F193,F193,00005,62
20250328,F193,F193,00002,67
20250322,F193,F193,00003,48
20250322,F193,F193,00004,50
20250312,F193,F193,00005,43
20250401,F193,F193,00002,49
20250425,F193,F193,00003,66
20250424,F193,F193,00004,44
20250420,F193,F193,00005,25
20250512,F193,F193,00002,42
20250526,F193,F193,00003,54
20250531,F193,F193,00004,47
20250505,F193,F193,00005,54
20250616,F193,F193,00002,71
20250629,F193,F193,00003,46
20250626,F193,F193,00004,31
20250615,F193,F193,00005,46
20250728,F193,F193,00002,36
20250729,F193,F193,00003,51
20250703,F193,F193,00004,88
20250712,F193,F193,00005,32
20250808,F193,F193,00002,54
20250817,F193,F193,00003,59
20250816,F193,F193,00004,66
20250831,F193,F193,00005,31
20250926,F193,F193,00002,39
20250919,F193,F193,00003,63
20250913,F193,F193,00004,81
20250925,F193,F193,00005,25
20251014,F193,F193,00002,65
20251021,F193,F193,00003,83
20251015,F193,F193,00004,50
20251010,F193,F193,00005,36
20251122,F193,F193,00002,72
20251114,F193,F193,00003,55
20251121,F193,F193,00004,41
20251109,F193,F193,00005,9
20251215,F193,F193,00002,58
20251212,F193,F193,00003,50
20251216,F193,F193,00004,31
20251228,F193,F193,00005,41
20230401,F194,F194,00002,54
20230420,F194,F194,00002,66
20230405,F194,F194,00003,27
20230415,F194,F194,00003,39
20230424,F194,F194,00004,40
20230401,F194,F194,00004,41
20230420,F194,F194,00005,25
20230524,F194,F194,00002,74
20230511,F194,F194,00002,68
20230514,F194,F194,00003,75
20230523,F194,F194,00003,34
20230518,F194,F194,00004,43
20230525,F194,F194,00004,95
20230514,F194,F194,00005,27
20230524,F194,F194,00005,21
20230608,F194,F194,00002,73
20230614,F194,F194,00002,60
20230617,F194,F194,00003,62
20230614,F194,F194,00003,50
20230601,F194,F194,00004,17
20230607,F194,F194,00004,68
20230607,F194,F194,00005,26
20230709,F194,F194,00002,69
20230717,F194,F194,00002,71
20230703,F194,F194,00003,59
20230710,F194,F194,00003,39
20230721,F194,F194,00004,55
20230731,F194,F194,00004,60
20230722,F194,F194,00005,10
20230820,F194,F194,00002,42
20230824,F194,F194,00002,65
20230805,F194,F194,00003,84
20230808,F194,F194,00003,48
20230808,F194,F194,00004,44
20230817,F194,F194,00004,64
20230821,F194,F194,00005,29
20230813,F194,F194,00005,28
20230905,F194,F194,00002,93
20230923,F194,F194,00002,69
20230922,F194,F194,00003,41
20230922,F194,F194,00003,68
20230915,F194,F194,00004,49
20230913,F194,F194,00004,29
20230901,F194,F194,00005,39
20230921,F194,F194,00005,79
20231012,F194,F194,00002,101
20231005,F194,F194,00002,88
20231014,F194,F194,00003,61
20231011,F194,F194,00003,61
20231015,F194,F194,00004,82
20231025,F194,F194,00004,49
20231008,F194,F194,00005,13
20231007,F194,F194,00005,11
20231102,F194,F194,00002,42
20231127,F194,F194,00002,73
20231116,F194,F194,00003,66
20231120,F194,F194,00003,83
20231102,F194,F194,00004,32
20231115,F194,F194,00004,79
20231109,F194,F194,00005,52
20231111,F194,F194,00005,17
20231224,F194,F194,00002,55
20231211,F194,F194,00002,64
20231228,F194,F194,00003,31
20231217,F194,F194,00003,74
20231216,F194,F194,00004,54
20231207,F194,F194,00004,62
20240103,F194,F194,00002,63
20240123,F194,F194,00002,57
20240103,F194,F194,00003,50
20240127,F194,F194,00003,39
20240117,F194,F194,00004,50
20240116,F194,F194,00004,34
20240113,F194,F194,00005,43
20240116,F194,F194,00005,36
20240209,F194,F194,00002,51
20240212,F194,F194,00002,82
20240229,F194,F194,00003,58
20240220,F194,F194,00003,53
20240227,F194,F194,00004,15
20240202,F194,F194,00004,43
20240214,F194,F194,00005,29
20240203,F194,F194,00005,23
20240324,F194,F194,00002,71
20240331,F194,F194,00002,56
20240318,F194,F194,00003,65
20240313,F194,F194,00003,49
20240322,F194,F194,00004,60
20240318,F194,F194,00004,71
20240324,F194,F194,00005,18
20240309,F194,F194,00005,29
20240429,F194,F194,00002,51
20240413,F194,F194,00002,61
20240412,F194,F194,00003,57
20240430,F194,F194,00003,56
20240422,F194,F194,00004,46
20240411,F194,F194,00004,66
20240405,F194,F194,00005,72
20240416,F194,F194,00005,19
20240512,F194,F194,00002,96
20240517,F194,F194,00002,85
20240523,F194,F194,00003,40
20240530,F194,F194,00003,64
20240507,F194,F194,00004,64
20240525,F194,F194,00004,28
20240530,F194,F194,00005,24
20240524,F194,F194,00005,32
20240628,F194,F194,00002,62
20240612,F194,F194,00002,70
20240630,F194,F194,00003,47
20240628,F194,F194,00003,37
20240603,F194,F194,00004,64
20240606,F194,F194,00004,54
20240617,F194,F194,00005,45
20240625,F194,F194,00005,31
20240704,F194,F194,00002,57
20240718,F194,F194,00002,49
20240724,F194,F194,00003,22
20240703,F194,F194,00003,60
20240726,F194,F194,00004,38
20240714,F194,F194,00004,37
20240721,F194,F194,00005,26
20240722,F194,F194,00005,23
20240824,F194,F194,00002,55
20240822,F194,F194,00002,66
20240823,F194,F194,00003,42
20240807,F194,F194,00003,87
20240804,F194,F194,00004,15
20240821,F194,F194,00004,46
20240801,F194,F194,00005,30
20240806,F194,F194,00005,2
20240926,F194,F194,00002,65
20240901,F194,F194,00002,62
20240916,F194,F194,00003,63
20240920,F194,F194,00003,70
20240920,F194,F194,00004,11
20240929,F194,F194,00004,56
20240926,F194,F194,00005,67
20240929,F194,F194,00005,34
20241010,F194,F194,00002,56
20241008,F194,F194,00002,70
20241010,F194,F194,00003,49
20241018,F194,F194,00003,41
20241012,F194,F194,00004,62
20241014,F194,F194,00004,28
20241011,F194,F194,00005,7
20241017,F194,F194,00005,11
20241122,F194,F194,00002,55
20241109,F194,F194,00002,49
20241128,F194,F194,00003,36
20241128,F194,F194,00003,65
20241124,F194,F194,00004,27
20241112,F194,F194,00004,37
20241121,F194,F194,00005,68
20241216,F194,F194,00002,79
20241220,F194,F194,00002,62
20241210,F194,F194,00003,71
20241204,F194,F194,00003,47
20241216,F194,F194,00004,51
20241211,F194,F194,00004,55
20241210,F194,F194,00005,30
20241208,F194,F194,00005,24
20250127,F194,F194,00002,75
20250118,F194,F194,00002,72
20250101,F194,F194,00003,61
20250129,F194,F194,00003,80
20250128,F194,F194,00004,49
20250102,F194,F194,00004,57
20250127,F194,F194,00005,27
20250131,F194,F194,00005,35
20250213,F194,F194,00002,65
20250219,F194,F194,00002,63
20250224,F194,F194,00003,76
20250201,F194,F194,00003,37
20250208,F194,F194,00004,58
20250201,F194,F194,00004,39
20250223,F194,F194,00005,27
20250203,F194,F194,00005,17
20250329,F194,F194,00002,58
20250305,F194,F194,00002,77
20250315,F194,F194,00003,29
20250324,F194,F194,00003,42
20250323,F194,F194,00004,42
20250326,F194,F194,00004,47
20250318,F194,F194,00005,14
20250326,F194,F194,00005,23
20250417,F194,F194,00002,93
20250415,F194,F194,00002,41
20250412,F194,F194,00003,48
20250401,F194,F194,00003,60
20250409,F194,F194,00004,18
20250404,F194,F194,00004,38
20250412,F194,F194,00005,33
20250510,F194,F194,00002,71
20250520,F194,F194,00002,54
20250529,F194,F194,00003,84
20250529,F194,F194,00003,64
20250523,F194,F194,00004,71
20250517,F194,F194,00004,41
20250520,F194,F194,00005,47
20250514,F194,F194,00005,15
20250611,F194,F194,00002,73
20250609,F194,F194,00002,58
20250619,F194,F194,00003,33
20250608,F194,F194,00003,58
20250630,F194,F194,00004,29
20250613,F194,F194,00004,40
20250623,F194,F194,00005,43
20250612,F194,F194,00005,55
20250705,F194,F194,00002,55
20250719,F194,F194,00002,78
20250722,F194,F194,00003,36
20250711,F194,F194,00003,34
20250724,F194,F194,00004,44
20250710,F194,F194,00004,45
20250723,F194,F194,00005,17
20250719,F194,F194,00005,21
20250810,F194,F194,00002,57
20250806,F194,F194,00002,27
20250805,F194,F194,00003,61
20250801,F194,F194,00003,42
20250819,F194,F194,00004,52
20250828,F194,F194,00004,73
20250811,F194,F194,00005,67
20250916,F194,F194,00002,56
20250910,F194,F194,00002,64
20250904,F194,F194,00003,37
20250925,F194,F194,00003,53
20250921,F194,F194,00004,36
20250905,F194,F194,00004,46
20250922,F194,F194,00005,29
20250916,F194,F194,00005,62
20251018,F194,F194,00002,73
20251026,F194,F194,00002,54
20251031,F194,F194,00003,78
20251002,F194,F194,00003,75
20251023,F194,F194,00004,62
20251001,F194,F194,00004,32
20251025,F194,F194,00005,5
20251002,F194,F194,00005,47
20251113,F194,F194,00002,59
20251103,F194,F194,00002,61
20251116,F194,F194,00003,30
20251119,F194,F194,00003,52
20251119,F194,F194,00004,38
20251108,F194,F194,00004,47
20251129,F194,F194,00005,2
20251112,F194,F194,00005,40
20251202,F194,F194,00002,71
20251209,F194,F194,00002,25
20251204,F194,F194,00003,71
20251204,F194,F194,00003,102
20251220,F194,F194,00004,27
20251202,F194,F194,00004,60
20251221,F194,F194,00005,15
20251229,F194,F194,00005,26
20230420,F195,F195,00002,71
20230412,F195,F195,00002,56
20230408,F195,F195,00003,54
20230408,F195,F195,00003,25
20230416,F195,F195,00004,33
20230401,F195,F195,00004,44
20230427,F195,F195,00005,32
20230429,F195,F195,00005,13
20230511,F195,F195,00002,46
20230523,F195,F195,00002,75
20230504,F195,F195,00003,69
20230531,F195,F195,00003,29
20230528,F195,F195,00004,7
20230515,F195,F195,00004,14
20230512,F195,F195,00005,4
20230526,F195,F195,00005,24
20230608,F195,F195,00002,57
20230620,F195,F195,00002,69
20230610,F195,F195,00003,58
20230611,F195,F195,00003,41
20230615,F195,F195,00004,21
20230607,F195,F195,00004,32
20230621,F195,F195,00005,38
20230630,F195,F195,00005,1
20230717,F195,F195,00002,86
20230718,F195,F195,00002,85
20230718,F195,F195,00003,54
20230727,F195,F195,00003,51
20230702,F195,F195,00004,59
20230726,F195,F195,00004,77
20230707,F195,F195,00005,55
20230724,F195,F195,00005,33
20230804,F195,F195,00002,55
20230810,F195,F195,00002,45
20230803,F195,F195,00003,53
20230830,F195,F195,00003,61
20230831,F195,F195,00004,89
20230819,F195,F195,00004,21
20230812,F195,F195,00005,23
20230817,F195,F195,00005,25
20230930,F195,F195,00002,67
20230924,F195,F195,00002,65
20230909,F195,F195,00003,61
20230919,F195,F195,00003,55
20230930,F195,F195,00004,52
20230921,F195,F195,00004,63
20230908,F195,F195,00005,35
20230908,F195,F195,00005,18
20231001,F195,F195,00002,116
20231027,F195,F195,00002,55
20231025,F195,F195,00003,64
20231020,F195,F195,00003,75
20231014,F195,F195,00004,61
20231014,F195,F195,00004,24
20231028,F195,F195,00005,38
20231017,F195,F195,00005,61
20231108,F195,F195,00002,61
20231128,F195,F195,00002,71
20231129,F195,F195,00003,60
20231118,F195,F195,00003,63
20231101,F195,F195,00004,17
20231130,F195,F195,00004,67
20231102,F195,F195,00005,47
20231115,F195,F195,00005,33
20231226,F195,F195,00002,70
20231205,F195,F195,00002,51
20231202,F195,F195,00003,56
20231221,F195,F195,00003,66
20231212,F195,F195,00004,67
20231209,F195,F195,00004,46
20231225,F195,F195,00005,29
20231201,F195,F195,00005,31
20240101,F195,F195,00002,61
20240114,F195,F195,00002,64
20240104,F195,F195,00003,31
20240117,F195,F195,00003,57
20240127,F195,F195,00004,29
20240103,F195,F195,00004,99
20240115,F195,F195,00005,12
20240215,F195,F195,00002,32
20240221,F195,F195,00002,66
20240204,F195,F195,00003,22
20240201,F195,F195,00003,74
20240216,F195,F195,00004,44
20240214,F195,F195,00004,83
20240202,F195,F195,00005,7
20240204,F195,F195,00005,44
20240319,F195,F195,00002,58
20240320,F195,F195,00002,41
20240321,F195,F195,00003,35
20240324,F195,F195,00003,61
20240311,F195,F195,00004,27
20240313,F195,F195,00004,78
20240302,F195,F195,00005,47
20240314,F195,F195,00005,22
20240408,F195,F195,00002,83
20240419,F195,F195,00002,46
20240406,F195,F195,00003,75
20240419,F195,F195,00003,35
20240416,F195,F195,00004,49
20240404,F195,F195,00004,40
20240414,F195,F195,00005,32
20240421,F195,F195,00005,6
20240502,F195,F195,00002,65
20240527,F195,F195,00002,67
20240513,F195,F195,00003,83
20240507,F195,F195,00003,45
20240527,F195,F195,00004,47
20240525,F195,F195,00004,50
20240529,F195,F195,00005,23
20240507,F195,F195,00005,21
20240605,F195,F195,00002,69
20240606,F195,F195,00002,75
20240619,F195,F195,00003,75
20240629,F195,F195,00003,28
20240622,F195,F195,00004,64
20240617,F195,F195,00004,29
20240622,F195,F195,00005,30
20240629,F195,F195,00005,21
20240721,F195,F195,00002,55
20240722,F195,F195,00002,47
20240707,F195,F195,00003,45
20240720,F195,F195,00003,68
20240701,F195,F195,00004,56
20240706,F195,F195,00004,18
20240706,F195,F195,00005,26
20240717,F195,F195,00005,21
20240804,F195,F195,00002,89
20240801,F195,F195,00002,68
20240805,F195,F195,00003,20
20240819,F195,F195,00003,71
20240818,F195,F195,00004,59
20240821,F195,F195,00004,9
20240822,F195,F195,00005,22
20240801,F195,F195,00005,42
20240906,F195,F195,00002,54
20240929,F195,F195,00002,80
20240914,F195,F195,00003,57
20240909,F195,F195,00003,68
20240924,F195,F195,00004,33
20240920,F195,F195,00004,63
20240905,F195,F195,00005,11
20240909,F195,F195,00005,35
20241018,F195,F195,00002,100
20241022,F195,F195,00002,67
20241013,F195,F195,00003,66
20241011,F195,F195,00003,28
20241010,F195,F195,00004,60
20241024,F195,F195,00004,42
20241017,F195,F195,00005,6
20241027,F195,F195,00005,22
20241122,F195,F195,00002,59
20241129,F195,F195,00002,57
20241103,F195,F195,00003,74
20241104,F195,F195,00003,65
20241107,F195,F195,00004,38
20241116,F195,F195,00004,70
20241125,F195,F195,00005,59
20241119,F195,F195,00005,17
20241219,F195,F195,00002,42
20241219,F195,F195,00002,77
20241201,F195,F195,00003,35
20241216,F195,F195,00003,53
20241228,F195,F195,00004,49
20241211,F195,F195,00004,14
20241225,F195,F195,00005,12
20241205,F195,F195,00005,2
20250124,F195,F195,00002,59
20250106,F195,F195,00002,73
20250115,F195,F195,00003,80
20250107,F195,F195,00003,48
20250116,F195,F195,00004,12
20250108,F195,F195,00004,21
20250126,F195,F195,00005,16
20250123,F195,F195,00005,46
20250226,F195,F195,00002,33
20250213,F195,F195,00002,36
20250207,F195,F195,00003,59
20250221,F195,F195,00003,76
20250206,F195,F195,00004,38
20250226,F195,F195,00004,70
20250214,F195,F195,00005,25
20250227,F195,F195,00005,25
20250302,F195,F195,00002,68
20250315,F195,F195,00002,74
20250324,F195,F195,00003,41
20250313,F195,F195,00003,76
20250330,F195,F195,00004,57
20250308,F195,F195,00004,29
20250302,F195,F195,00005,37
20250319,F195,F195,00005,8
20250424,F195,F195,00002,92
20250418,F195,F195,00002,74
20250428,F195,F195,00003,19
20250406,F195,F195,00003,52
20250426,F195,F195,00004,27
20250425,F195,F195,00004,31
20250418,F195,F195,00005,32
20250429,F195,F195,00005,21
20250506,F195,F195,00002,56
20250531,F195,F195,00002,76
20250501,F195,F195,00003,41
20250524,F195,F195,00003,67
20250528,F195,F195,00004,67
20250512,F195,F195,00004,37
20250523,F195,F195,00005,24
20250527,F195,F195,00005,32
20250603,F195,F195,00002,70
20250607,F195,F195,00002,80
20250621,F195,F195,00003,71
20250609,F195,F195,00003,57
20250615,F195,F195,00004,46
20250609,F195,F195,00004,46
20250607,F195,F195,00005,9
20250617,F195,F195,00005,42
20250719,F195,F195,00002,37
20250725,F195,F195,00002,65
20250731,F195,F195,00003,38
20250710,F195,F195,00003,64
20250723,F195,F195,00004,46
20250712,F195,F195,00004,17
20250721,F195,F195,00005,28
20250703,F195,F195,00005,23
20250817,F195,F195,00002,61
20250804,F195,F195,00002,75
20250830,F195,F195,00003,60
20250811,F195,F195,00003,77
20250815,F195,F195,00004,21
20250819,F195,F195,00004,53
20250817,F195,F195,00005,14
20250828,F195,F195,00005,31
20250927,F195,F195,00002,73
20250912,F195,F195,00002,61
20250914,F195,F195,00003,102
20250918,F195,F195,00003,58
20250917,F195,F195,00004,42
20250918,F195,F195,00004,46
20250922,F195,F195,00005,26
20250904,F195,F195,00005,38
20251027,F195,F195,00002,44
20251005,F195,F195,00002,40
20251003,F195,F195,00003,9
20251007,F195,F195,00003,52
20251003,F195,F195,00004,24
20251018,F195,F195,00004,17
20251002,F195,F195,00005,12
20251031,F195,F195,00005,40
20251102,F195,F195,00002,64
20251129,F195,F195,00002,59
20251129,F195,F195,00003,63
20251119,F195,F195,00003,55
20251129,F195,F195,00004,31
20251105,F195,F195,00004,21
20251129,F195,F195,00005,21
20251128,F195,F195,00005,40
20251225,F195,F195,00002,80
20251215,F195,F195,00002,38
20251212,F195,F195,00003,85
20251206,F195,F195,00003,65
20251219,F195,F195,00004,15
20251205,F195,F195,00004,37
20251211,F195,F195,00005,52
20251217,F195,F195,00005,63
20230404,F196,F196,00002,66
20230410,F196,F196,00003,46
20230430,F196,F196,00004,52
20230425,F196,F196,00005,15
20230525,F196,F196,00002,43
20230528,F196,F196,00003,87
20230519,F196,F196,00004,57
20230523,F196,F196,00005,22
20230623,F196,F196,00002,84
20230623,F196,F196,00003,65
20230628,F196,F196,00004,64
20230617,F196,F196,00005,21
20230708,F196,F196,00002,50
20230701,F196,F196,00003,33
20230717,F196,F196,00004,56
20230725,F196,F196,00005,25
20230805,F196,F196,00002,80
20230806,F196,F196,00003,41
20230802,F196,F196,00004,61
20230807,F196,F196,00005,31
20230901,F196,F196,00002,69
20230924,F196,F196,00003,55
20230906,F196,F196,00004,29
20230926,F196,F196,00005,62
20231016,F196,F196,00002,48
20231028,F196,F196,00003,55
20231014,F196,F196,00004,44
20231029,F196,F196,00005,43
20231124,F196,F196,00002,66
20231112,F196,F196,00003,50
20231126,F196,F196,00004,47
20231120,F196,F196,00005,54
20231213,F196,F196,00002,54
20231224,F196,F196,00003,59
20231227,F196,F196,00004,16
20231224,F196,F196,00005,41
20240131,F196,F196,00002,47
20240102,F196,F196,00003,67
20240122,F196,F196,00004,78
20240119,F196,F196,00005,38
20240217,F196,F196,00002,68
20240220,F196,F196,00003,76
20240223,F196,F196,00004,44
20240221,F196,F196,00005,42
20240311,F196,F196,00002,43
20240317,F196,F196,00003,47
20240316,F196,F196,00004,56
20240313,F196,F196,00005,37
20240414,F196,F196,00002,62
20240411,F196,F196,00003,36
20240419,F196,F196,00004,30
20240430,F196,F196,00005,54
20240503,F196,F196,00002,51
20240513,F196,F196,00003,87
20240504,F196,F196,00004,39
20240515,F196,F196,00005,39
20240628,F196,F196,00002,68
20240607,F196,F196,00003,62
20240629,F196,F196,00004,54
20240625,F196,F196,00005,48
20240716,F196,F196,00002,27
20240701,F196,F196,00003,77
20240716,F196,F196,00004,24
20240727,F196,F196,00005,40
20240821,F196,F196,00002,53
20240812,F196,F196,00003,74
20240821,F196,F196,00004,75
20240823,F196,F196,00005,55
20240927,F196,F196,00002,48
20240921,F196,F196,00003,58
20240926,F196,F196,00004,41
20240902,F196,F196,00005,46
20241009,F196,F196,00002,74
20241011,F196,F196,00003,43
20241007,F196,F196,00004,62
20241008,F196,F196,00005,24
20241120,F196,F196,00002,75
20241101,F196,F196,00003,21
20241129,F196,F196,00004,48
20241130,F196,F196,00005,31
20241228,F196,F196,00002,84
20241211,F196,F196,00003,49
20241218,F196,F196,00004,41
20241213,F196,F196,00005,18
20250113,F196,F196,00002,67
20250128,F196,F196,00003,50
20250102,F196,F196,00004,48
20250114,F196,F196,00005,10
20250212,F196,F196,00002,63
20250227,F196,F196,00003,77
20250228,F196,F196,00004,75
20250208,F196,F196,00005,6
20250321,F196,F196,00002,93
20250320,F196,F196,00003,64
20250316,F196,F196,00004,58
20250313,F196,F196,00005,27
20250403,F196,F196,00002,75
20250409,F196,F196,00003,57
20250403,F196,F196,00004,53
20250407,F196,F196,00005,32
20250510,F196,F196,00002,65
20250510,F196,F196,00003,30
20250504,F196,F196,00004,75
20250516,F196,F196,00005,52
20250611,F196,F196,00002,87
20250612,F196,F196,00003,43
20250624,F196,F196,00004,34
20250602,F196,F196,00005,56
20250710,F196,F196,00002,28
20250709,F196,F196,00003,69
20250718,F196,F196,00004,49
20250701,F196,F196,00005,38
20250816,F196,F196,00002,64
20250811,F196,F196,00003,55
20250806,F196,F196,00004,14
20250808,F196,F196,00005,19
20250922,F196,F196,00002,58
20250901,F196,F196,00003,87
20250907,F196,F196,00004,43
20250901,F196,F196,00005,40
20251017,F196,F196,00002,39
20251022,F196,F196,00003,94
20251019,F196,F196,00004,43
20251002,F196,F196,00005,8
20251106,F196,F196,00002,66
20251114,F196,F196,00003,32
20251116,F196,F196,00004,65
20251101,F196,F196,00005,33
20251226,F196,F196,00002,65
20251229,F196,F196,00003,53
20251204,F196,F196,00004,47
20251201,F196,F196,00005,26
20230405,F197,F197,00002,69
20230408,F197,F197,00002,73
20230403,F197,F197,00003,66
20230413,F197,F197,00003,35
20230414,F197,F197,00004,27
20230414,F197,F197,00004,24
20230407,F197,F197,00005,27
20230517,F197,F197,00002,77
20230511,F197,F197,00002,63
20230504,F197,F197,00003,41
20230509,F197,F197,00003,64
20230520,F197,F197,00004,25
20230504,F197,F197,00004,52
20230516,F197,F197,00005,30
20230517,F197,F197,00005,32
20230601,F197,F197,00002,41
20230628,F197,F197,00002,75
20230604,F197,F197,00003,34
20230630,F197,F197,00003,82
20230614,F197,F197,00004,77
20230630,F197,F197,00004,41
20230613,F197,F197,00005,40
20230609,F197,F197,00005,30
20230703,F197,F197,00002,42
20230729,F197,F197,00002,73
20230728,F197,F197,00003,58
20230713,F197,F197,00003,56
20230718,F197,F197,00004,7
20230717,F197,F197,00004,50
20230725,F197,F197,00005,11
20230708,F197,F197,00005,33
20230807,F197,F197,00002,53
20230826,F197,F197,00002,78
20230814,F197,F197,00003,57
20230831,F197,F197,00003,63
20230802,F197,F197,00004,30
20230828,F197,F197,00004,56
20230806,F197,F197,00005,65
20230806,F197,F197,00005,28
20230924,F197,F197,00002,105
20230907,F197,F197,00002,61
20230928,F197,F197,00003,34
20230914,F197,F197,00003,45
20230902,F197,F197,00004,8
20230924,F197,F197,00004,14
20230906,F197,F197,00005,31
20230920,F197,F197,00005,32
20231011,F197,F197,00002,80
20231013,F197,F197,00002,59
20231028,F197,F197,00003,47
20231023,F197,F197,00003,24
20231030,F197,F197,00004,60
20231027,F197,F197,00004,53
20231019,F197,F197,00005,25
20231126,F197,F197,00002,67
20231104,F197,F197,00002,46
20231109,F197,F197,00003,65
20231107,F197,F197,00003,44
20231124,F197,F197,00004,46
20231101,F197,F197,00004,55
20231121,F197,F197,00005,13
20231106,F197,F197,00005,38
20231210,F197,F197,00002,50
20231215,F197,F197,00002,62
20231214,F197,F197,00003,55
20231225,F197,F197,00003,42
20231216,F197,F197,00004,56
20231227,F197,F197,00004,45
20231202,F197,F197,00005,31
20231207,F197,F197,00005,53
20240117,F197,F197,00002,73
20240129,F197,F197,00002,65
20240103,F197,F197,00003,41
20240127,F197,F197,00003,21
20240123,F197,F197,00004,34
20240119,F197,F197,00004,39
20240123,F197,F197,00005,33
20240105,F197,F197,00005,37
20240205,F197,F197,00002,47
20240213,F197,F197,00002,66
20240221,F197,F197,00003,49
20240204,F197,F197,00003,85
20240205,F197,F197,00004,62
20240219,F197,F197,00004,29
20240216,F197,F197,00005,34
20240206,F197,F197,00005,41
20240313,F197,F197,00002,88
20240309,F197,F197,00002,74
20240314,F197,F197,00003,34
20240322,F197,F197,00003,36
20240304,F197,F197,00004,16
20240324,F197,F197,00004,37
